id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
60,1603,1868,1603〜1868,近世,JPN,日本,ERA,江戸時代,5,徳川幕府による泰平の時代,江戸時代,35.68,139.77
61,1644,1912,1644〜1912,近世,CHN,中国,ERA,清,4,満洲族が築いた最後の王朝,清,39.90,116.40
62,1721,1917,1721〜1917,近世,EUR_E,ロシア,ERA,ロシア帝国期,5,ピョートル1世以降の近代帝国,ロシア帝国,59.94,30.31
63,1776,,1776〜,近世,AMER_N,アメリカ大陸,ERA,独立後(米州),4,合衆国とラテンアメリカ諸国の独立,アメリカ州,38.90,-77.04
64,1789,1914,1789〜1914,近代,EUR_W,西ヨーロッパ,ERA,近代ヨーロッパ,4,市民革命と産業革命が進展,近代,48.85,2.35
65,1858,1947,1858〜1947,近代,IND,インド,ERA,イギリス領インド期,4,イギリスの植民地統治期,イギリス領インド帝国,28.61,77.21
66,1868,1912,1868〜1912,近代,JPN,日本,ERA,明治時代,4,近代国家への急速な転換,明治,35.68,139.77
67,1897,,1897〜,近代,KOR,朝鮮,ERA,大韓民国期,3,大韓帝国を経て成立した共和国,大韓民国,37.57,126.98
68,1912,1949,1912〜1949,近代,CHN,中国,ERA,中華民国期,3,清を倒し成立したアジア初の共和国,中華民国,32.06,118.80
69,1912,1926,1912〜1926,近代,JPN,日本,ERA,大正時代,3,大正デモクラシーの時代,大正,35.68,139.77
70,1914,,1914〜,近代,EUR_W,西ヨーロッパ,ERA,現代ヨーロッパ,3,二度の大戦を経た現代世界,現代 (時代区分),48.85,2.35
71,1917,1991,1917〜1991,近代,EUR_E,ロシア,ERA,ソ連時代,5,革命後に成立した社会主義国家,ソビエト連邦,55.75,37.62
72,1923,,1923〜,近代,MESO,西アジア,ERA,トルコ共和国期,3,共和国として成立した近代国家,トルコ,39.93,32.86
73,1926,1989,1926〜1989,近代,JPN,日本,ERA,昭和時代,4,戦争と高度成長の時代,昭和,35.68,139.77
74,1945,,1945〜,現代,SEA,東南アジア,ERA,独立とASEAN,4,独立後に地域協力機構を形成,東南アジア諸国連合,13.75,100.50
75,1947,,1947〜,現代,IND,インド,ERA,独立後インド,3,独立後の共和国,インド,28.61,77.21
76,1949,,1949〜,現代,CHN,中国,ERA,中華人民共和国期,3,共産党が建国した社会主義国家,中華人民共和国,39.90,116.40
77,1989,2019,1989〜2019,現代,JPN,日本,ERA,平成時代,3,バブル崩壊と情報化の時代,平成,35.68,139.77
78,1991,,1991〜,現代,EUR_E,ロシア,ERA,ロシア連邦期,5,ソ連解体後の現代ロシア,ロシア,55.75,37.62
79,2019,,2019〜,現代,JPN,日本,ERA,令和時代,3,現代,令和,35.68,139.77
