id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
34,-108,-108,BC108,古代,KOR,朝鮮,POL,楽浪郡設置,2,漢の朝鮮進出,楽浪郡,39.02,125.74
35,-73,-71,BC73〜BC71,古代,ITA,ローマ,WAR,スパルタクスの反乱,4,剣闘士奴隷による大規模反乱,スパルタクスの反乱,40.82,14.43
36,-44,-44,BC44,古代,ITA,ローマ,POL,カエサル暗殺,5,終身独裁官が元老院で暗殺される,ガイウス・ユリウス・カエサル,41.90,12.48
37,-31,-31,BC31,古代,GRC,ギリシア,WAR,アクティウムの海戦,5,オクタウィアヌスがアントニウスを破る,アクティウムの海戦,38.93,20.76
38,-27,-27,BC27,古代,ITA,ローマ,POL,ローマ帝政開始(アウグストゥス),5,共和政から帝国へ,アウグストゥス,41.89,12.49
39,-4,-4,BC4,古代,LEV,パレスチナ,REL,イエス・キリスト誕生,5,キリスト教の起点,イエス・キリスト,31.7,35.2
40,18,27,18〜27,古代,CHN,中国,WAR,赤眉の乱,3,新を倒した農民反乱,赤眉の乱,36.67,117.02
41,25,25,25,古代,CHN,中国,POL,後漢成立(光武帝),3,,後漢,34.62,112.45
42,57,57,57,古代,JPN,日本,POL,倭奴国王 金印「漢委奴国王」,3,日本の対外交渉の最古記録,漢委奴国王印,33.66,130.3
43,96,180,96〜180,古代,ITA,ローマ,POL,五賢帝時代,4,パクス・ロマーナ・帝国最盛期,五賢帝,41.89,12.49
44,105,105,105,古代,CHN,中国,TEC,蔡倫 製紙法を改良,4,紙の普及・情報伝達革命,蔡倫,34.62,112.45
45,166,169,166〜169,古代,CHN,中国,POL,党錮の禁,3,宦官が清流派官僚を弾圧,党錮の禁,34.62,112.45
46,184,184,184,古代,CHN,中国,WAR,黄巾の乱,3,後漢衰退の引き金,黄巾の乱,35,114.5
47,208,208,208,古代,CHN,中国,WAR,赤壁の戦い,5,曹操が孫劉連合に敗れ三国分立,赤壁の戦い,29.84,113.62
48,212,212,212,古代,ITA,ローマ,POL,アントニヌス勅令,4,全自由民にローマ市民権を付与,アントニヌス勅令,41.89,12.49
49,220,280,220〜280,古代,CHN,中国,POL,後漢滅亡 三国時代,3,魏・呉・蜀,三国時代,30,114
50,235,284,235〜284,古代,ITA,ローマ,POL,軍人皇帝時代,4,帝位を軍が左右し帝国が動揺,軍人皇帝,41.89,12.49
51,239,239,239,古代,JPN,日本,POL,卑弥呼 魏に遣使「親魏倭王」,3,邪馬台国,卑弥呼,34.54,135.84
52,291,306,291〜306,古代,CHN,中国,WAR,八王の乱,3,皇族の内乱で五胡十六国へ,八王の乱,34.62,112.45
53,313,313,313,古代,ITA,ローマ,REL,ミラノ勅令 キリスト教公認,5,コンスタンティヌス帝,ミラノ勅令,45.46,9.19
54,325,325,325,古代,ANAT,ニケーア,REL,ニケーア公会議,3,教義の統一(三位一体),第1ニカイア公会議,40.43,29.72
55,375,375,375,古代,EUR_C,ヨーロッパ,POL,ゲルマン民族大移動,4,古代世界の解体,民族移動時代,50,12
56,392,392,392,古代,ITA,ローマ,REL,キリスト教 ローマ国教化,4,,キリスト教,41.89,12.49
57,395,395,395,古代,ITA,ローマ,POL,ローマ帝国 東西分裂,4,,ローマ帝国,41.89,12.49
58,451,451,451,古代,ANAT,アナトリア,REL,カルケドン公会議,4,単性論を異端とし正統教義確立,カルケドン公会議,40.99,29.02
59,476,476,476,中世,ITA,西ローマ,POL,西ローマ帝国滅亡,5,古代の終焉・中世へ,西ローマ帝国,44.42,12.2
60,481,481,481,中世,EUR_W,フランク,POL,フランク王国成立(クローヴィス),4,メロヴィング朝,フランク王国,49.26,4.03
61,485,485,485,中世,CHN,中国,ECO,均田制の開始,4,北魏が土地を農民に均等配分,均田制,39.99,114.55
62,527,527,527,中世,ANAT,東ローマ,POL,ユスティニアヌス帝即位,3,ビザンツ最盛期・ローマ法大全,ユスティニアヌス1世,41.01,28.98
63,538,538,538,中世,JPN,日本,REL,仏教公伝,4,日本への仏教伝来,仏教公伝,34.47,135.82
64,589,589,589,中世,CHN,中国,POL,隋 中国再統一(文帝),4,,隋,34.27,108.95
65,593,593,593,中世,JPN,日本,POL,聖徳太子 摂政,3,,聖徳太子,34.47,135.82
66,604,604,604,中世,JPN,日本,POL,十七条憲法,3,,十七条憲法,34.47,135.82
67,606,606,606,中世,IND,インド,POL,ヴァルダナ朝,3,ハルシャが北インドを一時統一,ヴァルダナ朝,27.07,79.92
68,610,610,610,中世,LEV,アラビア,REL,ムハンマド イスラム教成立,5,第三の一神教,ムハンマド,21.42,39.83
69,618,618,618,中世,CHN,中国,POL,唐 建国,5,東アジア文化圏の中心,唐,34.27,108.95
70,622,622,622,中世,LEV,アラビア,REL,ヒジュラ(聖遷),4,イスラム暦元年,ヒジュラ,24.47,39.61
71,630,630,630,中世,CHN,日本,POL,第1回遣唐使,3,律令・仏教の摂取,遣唐使,34.27,108.95
72,642,642,642,中世,PER,イラン,WAR,ニハーヴァンドの戦い,4,アラブ軍が勝利しササン朝事実上滅亡,ニハーヴァンドの戦い,34.19,48.36
73,645,645,645,中世,JPN,日本,POL,大化の改新,4,中央集権化の出発,大化の改新,34.69,135.5
74,661,661,661,中世,LEV,ダマスクス,POL,ウマイヤ朝成立,4,アラブ大征服・地中海〜中央アジア,ウマイヤ朝,33.51,36.29
75,663,663,663,中世,KOR,朝鮮,WAR,白村江の戦い,4,唐新羅が倭百済連合を撃破,白村江の戦い,36.00,126.70
76,676,676,676,中世,KOR,朝鮮,POL,新羅の朝鮮半島統一,4,新羅が半島を統一,新羅,35.83,129.21
77,710,710,710,中世,JPN,日本,POL,平城京遷都(奈良時代),3,,平城京,34.69,135.81
78,732,732,732,中世,EUR_W,フランク,WAR,トゥール・ポワティエ間の戦い,4,フランクがウマイヤ朝を撃退,トゥール・ポワティエ間の戦い,46.74,0.55
79,750,750,750,中世,MESO,バグダード,POL,アッバース朝成立,4,イスラム黄金時代,アッバース朝,33.31,44.36
80,751,751,751,中世,PER,中央アジア,TEC,タラス河畔の戦い,4,製紙法がイスラム世界へ西伝,タラス河畔の戦い,42.52,72.23
81,755,763,755〜763,中世,CHN,中国,WAR,安史の乱,5,唐衰退の契機となった大乱,安史の乱,34.27,108.95
82,780,780,780,中世,CHN,中国,ECO,両税法,4,唐が夏秋二期の新税制を導入,両税法,34.27,108.95
83,794,794,794,中世,JPN,日本,POL,平安京遷都(平安時代),3,,平安京,35.01,135.77
84,800,800,800,中世,EUR_W,フランク,POL,カール大帝戴冠,4,西ヨーロッパ世界の成立,カール大帝,41.9,12.45
85,843,843,843,中世,EUR_C,フランク,POL,ヴェルダン条約,3,独・仏・伊の原型,ヴェルダン条約,49.16,5.39
86,894,894,894,中世,JPN,日本,CUL,遣唐使廃止(菅原道真),3,国風文化へ,遣唐使,35.01,135.77
87,907,907,907,中世,CHN,中国,POL,唐滅亡 五代十国,3,,唐,34.62,112.45
88,910,910,910,中世,EUR_W,フランス,REL,クリュニー修道院,4,修道院改革運動の中心,クリュニー修道院,46.43,4.66
89,960,960,960,中世,CHN,中国,POL,北宋建国,4,火薬・羅針盤・印刷の発展,北宋,34.8,114.31
90,962,962,962,中世,EUR_C,ドイツ,POL,神聖ローマ帝国成立(オットー1世),4,,神聖ローマ帝国,41.9,12.45
91,1054,1054,1054,中世,EUR_E,ヨーロッパ,REL,東西教会分裂,4,カトリックと正教,東西教会の分裂,41.01,28.98
92,1055,1055,1055,中世,PER,西アジア,POL,セルジューク朝バグダード入城,4,スルタン称号を得て十字軍の遠因,セルジューク朝,33.31,44.36
93,1066,1066,1066,中世,EUR_BR,イングランド,WAR,ノルマン・コンクェスト,3,,ノルマン・コンクエスト,50.91,0.49
94,1069,1069,1069,中世,CHN,中国,POL,王安石の新法,4,北宋の財政軍事改革,王安石,34.76,113.65
95,1077,1077,1077,中世,EUR_C,ヨーロッパ,REL,カノッサの屈辱,3,叙任権闘争・教皇権の優位,カノッサの屈辱,44.58,10.43
96,1096,1099,1096〜1099,中世,LEV,ヨーロッパ,WAR,第1回十字軍,4,東西交流とイスラムとの衝突,第1回十字軍,31.78,35.22
97,1126,1127,1126〜1127,中世,CHN,中国,WAR,靖康の変,4,金が北宋を滅ぼし南宋へ,靖康の変,34.80,114.31
98,1127,1127,1127,中世,CHN,中国,POL,南宋成立(靖康の変),3,,南宋,30.27,120.15
99,1167,1167,1167,中世,JPN,日本,POL,平清盛 太政大臣,3,武家政権の萌芽,平清盛,35.01,135.77
100,1185,1185,1185,中世,JPN,日本,POL,壇ノ浦の戦い 鎌倉幕府成立,4,源頼朝・武家政権の確立,鎌倉幕府,35.32,139.55
101,1202,1204,1202〜1204,中世,EUR_E,地中海,WAR,第4回十字軍,4,コンスタンティノープルを略奪,第4回十字軍,41.01,28.98
102,1206,1206,1206,中世,WORLD,モンゴル,POL,チンギス・ハン モンゴル帝国成立,5,ユーラシア統合,モンゴル帝国,47.2,102.83
103,1215,1215,1215,中世,EUR_BR,イングランド,POL,マグナ・カルタ,4,立憲主義の源流,マグナ・カルタ,51.44,-0.57
104,1241,1241,1241,中世,EUR_E,東欧,WAR,ワールシュタットの戦い,3,モンゴル軍が欧州連合軍を撃破,ワールシュタットの戦い,51.15,16.24
105,1271,1271,1271,中世,CHN,中国,POL,元(フビライ・ハン)成立,4,,元 (王朝),39.9,116.4
106,1274,1281,1274〜1281,中世,JPN,日本,WAR,元寇(文永・弘安の役),3,,元寇,33.6,130.36
107,1299,1299,1299,中世,ANAT,アナトリア,POL,オスマン帝国成立,5,,オスマン帝国,40.02,30.18
108,1309,1377,1309〜1377,中世,EUR_W,フランス,REL,アヴィニョン捕囚,4,教皇庁が南仏に移転,アヴィニョン捕囚,43.95,4.81
109,1336,1336,1336,中世,JPN,日本,POL,室町幕府成立(足利尊氏),3,,室町幕府,35.01,135.76
110,1339,1453,1339〜1453,中世,EUR_W,英仏,WAR,百年戦争,4,国民国家形成の契機,百年戦争,47.9,1.9
111,1347,1347,1347,中世,EUR_C,ヨーロッパ,CUL,ペスト(黒死病)大流行,5,欧州人口の激減・社会変容,ペスト,43.77,11.26
112,1368,1368,1368,中世,CHN,中国,POL,明 建国(朱元璋),4,,明,32.06,118.8
113,1378,1417,1378〜1417,中世,EUR_W,西欧,REL,教会大分裂,4,複数の教皇が並立し対立,教会大分裂,43.95,4.81
114,1392,1392,1392,中世,KOR,朝鮮,POL,李氏朝鮮成立,3,,李氏朝鮮,37.57,126.98
115,1399,1402,1399〜1402,中世,CHN,中国,WAR,靖難の変,4,永楽帝が帝位を簒奪,靖難の変,32.06,118.80
116,1402,1402,1402,中世,ANAT,アナトリア,WAR,アンカラの戦い,4,ティムールがオスマン帝国を破る,アンカラの戦い,39.93,32.86
117,1405,1433,1405〜1433,中世,CHN,インド洋,ECO,鄭和 南海大遠征,3,,鄭和,11.25,75.78
118,1429,1429,1429,中世,EUR_W,フランス,WAR,ジャンヌ・ダルク,3,,ジャンヌ・ダルク,47.9,1.9
119,1453,1453,1453,中世,ANAT,東ローマ,POL,東ローマ帝国滅亡,5,コンスタンティノープル陥落・中世の終わり,東ローマ帝国,41.01,28.98
120,1455,1455,1455,中世,EUR_C,ドイツ,TEC,グーテンベルク 活版印刷,5,知識の大衆化・宗教改革の前提,ヨハネス・グーテンベルク,50,8.27
121,1455,1485,1455〜1485,中世,EUR_BR,イングランド,WAR,ばら戦争,4,内乱を経てテューダー朝成立,薔薇戦争,52.49,-1.46
122,1467,1477,1467〜1477,中世,JPN,日本,WAR,応仁の乱,4,戦国時代へ,応仁の乱,35.01,135.76
123,1492,1492,1492,中世,AMER_C,大西洋,CIV,コロンブス新大陸到達,5,大航海時代・世界の一体化,クリストファー・コロンブス,24.04,-74.5
124,1492,1492,1492,中世,IBE,イベリア,WAR,グラナダ陥落,5,レコンキスタが完了,レコンキスタ,37.18,-3.60
125,1498,1498,1498,中世,IND,インド洋,ECO,ヴァスコ・ダ・ガマ インド航路開拓,4,,ヴァスコ・ダ・ガマ,11.25,75.78
126,1517,1517,1517,近世,EUR_C,ドイツ,REL,ルター 宗教改革,5,プロテスタントの誕生,宗教改革,51.87,12.65
127,1519,1522,1519〜1522,近世,WORLD,地球,CIV,マゼラン一行 世界周航,4,地球が球であることの実証,フェルディナンド・マゼラン,36.78,-6.35
128,1521,1521,1521,近世,AMER_C,メキシコ,WAR,コルテス アステカ征服,3,,エルナン・コルテス,19.43,-99.13
129,1526,1526,1526,近世,IND,インド,POL,ムガル帝国成立(バーブル),4,,ムガル帝国,28.61,77.21
130,1533,1533,1533,近世,AMER_C,ペルー,WAR,ピサロ インカ征服,3,,フランシスコ・ピサロ,13.52,-71.97
131,1543,1543,1543,近世,EUR_C,ヨーロッパ,THT,コペルニクス 地動説,4,科学革命の起点,地動説,54.36,19.68
132,1543,1543,1543,近世,JPN,日本,TEC,鉄砲伝来(種子島),3,戦国の戦術革新,鉄砲伝来,30.73,131
133,1549,1549,1549,近世,JPN,日本,REL,ザビエル キリスト教伝来,3,,フランシスコ・ザビエル,31.6,130.56
134,1559,1559,1559,近世,EUR_W,西欧,POL,カトー・カンブレジ条約,4,イタリア戦争を終結させた講和,カトー・カンブレジ条約,50.18,3.23
135,1562,1598,1562〜1598,近世,EUR_W,フランス,REL,ユグノー戦争,4,カトリックと新教の宗教内戦,ユグノー戦争,48.85,2.35
136,1568,1609,1568〜1609,近世,EUR_W,ネーデルラント,WAR,オランダ独立戦争,5,スペインから独立を達成,八十年戦争,52.08,4.31
137,1571,1571,1571,近世,GRC,地中海,WAR,レパントの海戦,3,,レパントの海戦,38.2,21.3
138,1573,1573,1573,近世,JPN,日本,POL,室町幕府滅亡(織田信長),3,,織田信長,35.01,135.76
139,1582,1582,1582,近世,JPN,日本,POL,本能寺の変,3,,本能寺の変,35.01,135.75
140,1588,1588,1588,近世,EUR_BR,イングランド,WAR,アルマダ海戦,4,スペイン無敵艦隊の敗北・英国台頭,アルマダの海戦,50.3,-0.5
141,1590,1590,1590,近世,JPN,日本,POL,豊臣秀吉 天下統一,3,,豊臣秀吉,34.69,135.53
142,1598,1598,1598,近世,EUR_W,フランス,REL,ナントの王令,4,ユグノーに信仰の自由を保障,ナントの勅令,47.22,-1.55
143,1600,1600,1600,近世,JPN,日本,WAR,関ヶ原の戦い,4,,関ヶ原の戦い,35.37,136.46
144,1600,1600,1600,近世,EUR_BR,イギリス,ECO,東インド会社設立,4,株式会社・植民地経営の原型,イギリス東インド会社,51.51,-0.09
145,1603,1603,1603,近世,JPN,日本,POL,江戸幕府成立(徳川家康),4,260年の泰平,江戸幕府,35.68,139.77
146,1618,1648,1618〜1648,近世,EUR_C,ヨーロッパ,WAR,三十年戦争,4,,三十年戦争,50.09,14.42
147,1620,1620,1620,近世,AMER_N,北米,CIV,メイフラワー号,3,アメリカ植民の象徴,メイフラワー号,41.96,-70.66
148,1628,1628,1628,近世,EUR_BR,イングランド,POL,権利の請願,4,議会が国王に権利を要求,権利の請願,51.50,-0.12
149,1636,1636,1636,近世,CHN,中国,POL,清 建国,4,,清,41.8,123.43
150,1640,1640,1640,近世,EUR_BR,イングランド,POL,ピューリタン革命,4,,清教徒革命,51.51,-0.13
151,1644,1644,1644,近世,CHN,中国,POL,明滅亡 清の中国支配,4,,明,39.9,116.4
152,1648,1648,1648,近世,EUR_C,ヨーロッパ,POL,ウェストファリア条約,5,主権国家体制の成立,ヴェストファーレン条約,51.96,7.63
153,1687,1687,1687,近世,EUR_BR,イギリス,THT,ニュートン プリンキピア,5,古典力学・近代科学の確立,自然哲学の数学的諸原理,52.21,0.12
154,1688,1688,1688,近世,EUR_BR,イギリス,POL,名誉革命,4,立憲君主制・権利章典(1689),名誉革命,51.51,-0.13
155,1689,1689,1689,近世,EUR_BR,イングランド,POL,権利の章典,5,立憲君主制の基礎を確立,権利の章典,51.50,-0.12
156,1701,1714,1701〜1714,近世,EUR_W,西欧,POL,ユトレヒト条約,4,スペイン継承戦争を終結,ユトレヒト条約,52.09,5.12
157,1716,1716,1716,近世,JPN,日本,POL,享保の改革(徳川吉宗),2,,享保の改革,35.68,139.77
158,1740,1748,1740〜1748,近世,EUR_C,欧州,WAR,オーストリア継承戦争,4,プロイセンがシュレジエンを奪取,オーストリア継承戦争,50.07,14.44
159,1754,1763,1754〜1763,近世,AMER_N,北米,WAR,フレンチ・インディアン戦争,4,北米での英仏植民地抗争,フレンチ・インディアン戦争,40.44,-80.01
160,1756,1763,1756〜1763,近世,EUR_C,欧州,WAR,七年戦争,5,英仏など列強の世界規模の戦争,七年戦争,51.05,13.74
161,1757,1757,1757,近世,IND,インド,WAR,プラッシーの戦い,4,イギリスのインド支配へ,プラッシーの戦い,23.8,88.25
162,1762,1762,1762,近世,EUR_W,フランス,THT,ルソー 社会契約論,4,人民主権・革命思想,社会契約論,48.86,2.35
163,1769,1769,1769,近世,EUR_BR,イギリス,TEC,ワット 蒸気機関,5,産業革命の動力,ジェームズ・ワット,52.48,-1.9
164,1775,1783,1775〜1783,近世,AMER_N,北米,WAR,アメリカ独立戦争,5,13植民地が独立を達成,アメリカ独立戦争,42.46,-71.36
165,1776,1776,1776,近世,AMER_N,アメリカ,POL,アメリカ独立宣言,5,近代国民国家・人権思想,アメリカ独立宣言,39.95,-75.16
166,1789,1789,1789,近代,EUR_W,フランス,POL,フランス革命 人権宣言,5,近代市民社会の起点,フランス革命,48.86,2.35
167,1791,1804,1791〜1804,近代,AMER_C,カリブ,WAR,ハイチ独立,5,初の黒人共和国が独立,ハイチ革命,18.59,-72.31
168,1804,1804,1804,近代,EUR_W,フランス,POL,ナポレオン 皇帝即位,4,革命理念の欧州拡散,ナポレオン・ボナパルト,48.85,2.35
169,1810,1825,1810〜1825,近代,AMER_C,中南米,WAR,ラテンアメリカ諸国独立,4,ボリバルらが各国を独立に導く,イスパノアメリカ独立戦争,4.71,-74.07
170,1814,1815,1814〜1815,近代,EUR_C,ヨーロッパ,POL,ウィーン会議,4,ウィーン体制・勢力均衡,ウィーン会議,48.21,16.37
171,1815,1815,1815,近代,EUR_W,欧州,WAR,ワーテルローの戦い,5,ナポレオンが最終的に敗北,ワーテルローの戦い,50.68,4.41
172,1821,1830,1821〜1830,近代,EUR_E,バルカン,WAR,ギリシア独立,4,オスマン帝国から独立,ギリシャ独立戦争,37.98,23.73
173,1830,1830,1830,近代,EUR_W,フランス,POL,七月革命,4,復古王政を打倒し七月王政へ,七月革命,48.85,2.35
174,1840,1842,1840〜1842,近代,CHN,中国,WAR,アヘン戦争,5,東アジアの開国・半植民地化,アヘン戦争,23.13,113.26
175,1842,1842,1842,近代,CHN,中国,POL,南京条約,5,アヘン戦争を終結させた不平等条約,南京条約,32.06,118.80
176,1848,1848,1848,近代,EUR_C,欧州,THT,共産党宣言,5,マルクスとエンゲルスが社会主義宣言,共産党宣言,50.85,4.35
177,1848,1848,1848,近代,EUR_C,ヨーロッパ,POL,二月革命・諸国民の春,4,共産党宣言(マルクス),1848年革命,48.86,2.35
178,1851,1864,1851〜1864,近代,CHN,中国,WAR,太平天国の乱,3,,太平天国の乱,32.06,118.8
179,1853,1853,1853,近代,JPN,日本,POL,ペリー来航,4,鎖国の終わり,黒船来航,35.25,139.72
180,1853,1856,1853〜1856,近代,EUR_E,黒海,WAR,クリミア戦争,4,ロシアの南下を英仏が阻止,クリミア戦争,44.62,33.53
181,1856,1860,1856〜1860,近代,CHN,中国,WAR,アロー戦争,4,英仏連合軍が清を破る,アロー戦争,23.13,113.26
182,1857,1857,1857,近代,IND,インド,WAR,インド大反乱(セポイの乱),3,,インド大反乱,28.61,77.21
183,1858,1858,1858,近代,IND,インド,POL,ムガル帝国滅亡 英のインド直轄,4,,ムガル帝国,28.61,77.21
184,1859,1861,1859〜1861,近代,ITA,イタリア,POL,イタリア統一,5,サルデーニャ中心に王国成立,イタリア統一運動,41.90,12.48
185,1859,1859,1859,近代,EUR_BR,イギリス,THT,ダーウィン 種の起源,4,進化論,種の起源,51.51,-0.13
186,1861,1861,1861,近代,EUR_E,ロシア,POL,農奴解放令,5,アレクサンドル2世が農奴を解放,農奴解放令,55.75,37.62
187,1861,1865,1861〜1865,近代,AMER_N,アメリカ,WAR,南北戦争,4,奴隷解放・国家統合,南北戦争,39.81,-77.23
188,1861,1895,1861〜1895,近代,CHN,中国,TEC,洋務運動,4,清が西洋技術で近代化を試みる,洋務運動,39.90,116.40
189,1867,1867,1867,近代,JPN,日本,POL,大政奉還,5,江戸幕府の終焉・明治維新へ,大政奉還,35.01,135.75
190,1870,1871,1870〜1871,近代,EUR_C,欧州,WAR,普仏戦争,4,プロイセンがフランスに勝利,普仏戦争,48.69,6.18
191,1871,1871,1871,近代,EUR_W,フランス,POL,パリ・コミューン,4,世界初の労働者自治政権,パリ・コミューン,48.85,2.35
192,1878,1878,1878,近代,EUR_E,バルカン,POL,ベルリン会議,4,東方問題をめぐる列強の調整,ベルリン会議 (1878年),52.52,13.40
193,1884,1885,1884〜1885,近代,AFR_W,アフリカ,POL,ベルリン会議(アフリカ分割),4,列強がアフリカ分割の原則を確認,ベルリン会議 (アフリカ分割),52.52,13.40
194,1894,1895,1894〜1895,近代,JPN,東アジア,WAR,日清戦争,4,,日清戦争,38,124
195,1894,1894,1894,近代,KOR,朝鮮,WAR,甲午農民戦争,4,日清戦争の引き金となった農民蜂起,甲午農民戦争,35.82,127.15
196,1898,1898,1898,近代,CHN,中国,POL,戊戌の変法,3,康有為らによる急進的改革,戊戌の変法,39.90,116.40
197,1900,1901,1900〜1901,近代,CHN,中国,WAR,義和団事件,4,扶清滅洋を掲げた排外運動,義和団の乱,39.90,116.40
198,1904,1905,1904〜1905,近代,JPN,東アジア,WAR,日露戦争,4,非欧米国の勝利・世界に衝撃,日露戦争,38.85,121.27
199,1905,1905,1905,近代,EUR_E,ロシア,POL,血の日曜日事件,4,第一次ロシア革命の発端,血の日曜日事件 (1905年),59.94,30.31
200,1911,1912,1911〜1912,近代,CHN,中国,POL,辛亥革命,5,清を倒し中華民国が成立,辛亥革命,30.59,114.30
201,1914,1918,1914〜1918,近代,WORLD,世界,WAR,第一次世界大戦,5,総力戦・帝国の崩壊,第一次世界大戦,43.86,18.41
202,1917,1917,1917,近代,EUR_E,ロシア,POL,ロシア革命,5,十月革命でソビエト政権が成立,ロシア革命,59.94,30.31
203,1919,1919,1919,近代,EUR_W,欧州,POL,ヴェルサイユ条約,5,第一次大戦講和で国際連盟設立,ヴェルサイユ条約,48.80,2.12
204,1919,1919,1919,近代,KOR,朝鮮,POL,三・一独立運動,4,朝鮮全土に広がった独立運動,三・一運動,37.57,126.98
205,1919,1919,1919,近代,CHN,中国,POL,五・四運動,4,反帝国主義の大衆運動,五・四運動,39.90,116.39
206,1921,1922,1921〜1922,近代,WORLD,国際,POL,ワシントン会議,4,海軍軍縮と東アジア秩序を協議,ワシントン会議 (1922年),38.90,-77.04
