id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
17,-384,-322,BC384〜BC322,古代,GRC,ギリシア,THT,アリストテレス,5,万学の祖と呼ばれる大哲学者,アリストテレス,40.30,23.50
18,-372,-289,BC372〜BC289,古代,CHN,中国,THT,孟子,4,性善説を唱えた儒家,孟子,35.40,116.99
19,-356,-323,BC356〜BC323,古代,GRC,マケドニア,POL,アレクサンドロス3世,5,ヘレニズムを広めた征服王,アレクサンドロス3世,40.76,22.52
20,-330,-275,BC330〜BC275,古代,EGY,エジプト,THT,エウクレイデス,5,幾何学原本を編纂した数学者,エウクレイデス,31.20,29.92
21,-313,-238,BC313〜BC238,古代,CHN,中国,THT,荀子,4,性悪説を唱えた儒家,荀子,37.07,112.55
22,-304,-232,BC304〜BC232,古代,IND,インド,POL,アショーカ王,4,マウリヤ朝で仏教を保護した王,アショーカ王,24.79,84.99
23,-287,-212,BC287〜BC212,古代,ITA,シチリア,THT,アルキメデス,5,浮力の原理を発見した科学者,アルキメデス,37.07,15.29
24,-280,-233,BC280〜BC233,古代,CHN,中国,THT,韓非子,4,法家思想を大成した思想家,韓非,34.27,113.62
25,-259,-210,BC259〜BC210,古代,CHN,中国,POL,始皇帝,5,中国を統一した秦の初代皇帝,始皇帝,34.38,109.25
26,-247,-195,BC247〜BC195,古代,CHN,中国,POL,劉邦,5,前漢を建国した初代皇帝,劉邦,34.76,116.92
27,-247,-183,BC247〜BC183,古代,AFR_E,北アフリカ,POL,ハンニバル,4,ローマと戦ったカルタゴの将軍,ハンニバル,36.85,10.32
28,-232,-202,BC232〜BC202,古代,CHN,中国,POL,項羽,4,楚漢戦争を戦った武将,項羽,33.61,117.97
29,-156,-87,BC156〜BC87,古代,CHN,中国,POL,武帝,4,前漢の最盛期を築き匈奴を討った皇帝,武帝 (漢),34.27,108.95
30,-145,-86,BC145〜BC86,古代,CHN,中国,THT,司馬遷,4,史記を著した前漢の歴史家,司馬遷,35.60,110.45
31,-106,-43,BC106〜BC43,古代,ITA,ローマ,THT,キケロ,4,ローマ随一の雄弁家政治家,キケロ,41.90,12.50
32,-100,-44,BC100〜BC44,古代,ITA,ローマ,POL,ユリウス・カエサル,5,共和政ローマの実力者,ユリウス・カエサル,41.89,12.49
33,-69,-30,BC69〜BC30,古代,EGY,エジプト,POL,クレオパトラ,5,プトレマイオス朝最後の女王,クレオパトラ7世,31.20,29.92
34,-63,14,BC63〜AD14,古代,ITA,ローマ,POL,アウグストゥス,5,ローマ帝政を開いた初代皇帝,アウグストゥス,41.90,12.50
35,-4,30,BC4〜AD30,古代,LEV,イスラエル,REL,イエス・キリスト,5,キリスト教の起源となった宗教家,イエス・キリスト,32.70,35.30
36,5,67,5〜67,古代,ANAT,ローマ,REL,パウロ,4,キリスト教を異邦人に広めた伝道者,パウロ,37.07,34.87
37,32,102,32〜102,古代,CHN,中国,POL,班超,3,後漢の西域経営を担った武将,班超,34.27,108.95
38,37,68,37〜68,古代,ITA,ローマ,POL,ネロ,4,キリスト教徒を迫害した皇帝,ネロ,41.90,12.50
39,53,117,53〜117,古代,ITA,ローマ,POL,トラヤヌス,4,ローマ最大版図を築いた皇帝,トラヤヌス,41.90,12.50
40,121,180,121〜180,古代,ITA,ローマ,POL,マルクス・アウレリウス,4,自省録を著した哲人皇帝,マルクス・アウレリウス・アントニヌス,41.90,12.50
41,130,170,130〜170,古代,IND,インド,POL,カニシカ王,3,クシャーナ朝を最盛期に導く,カニシカ1世,34.01,71.58
42,244,311,244〜311,古代,EUR_E,バルカン,POL,ディオクレティアヌス,4,専制君主政を始めた皇帝,ディオクレティアヌス,43.51,16.44
43,272,337,272〜337,古代,EUR_E,ローマ,POL,コンスタンティヌス1世,4,キリスト教を公認したローマ皇帝,コンスタンティヌス1世,43.31,21.90
44,482,565,482〜565,中世,EUR_E,ビザンツ,POL,ユスティニアヌス1世,4,法典を編纂したビザンツ皇帝,ユスティニアヌス1世,41.01,28.98
45,570,632,570〜632,中世,LEV,アラビア,REL,ムハンマド,5,イスラム教を創始した預言者,ムハンマド,21.42,39.83
46,742,814,742〜814,中世,EUR_C,フランク,POL,カール大帝,5,西欧を統一したフランク王国の皇帝,カール大帝,50.85,6.13
47,766,809,766〜809,中世,MESO,メソポタミア,POL,ハールーン・アッラシード,4,アッバース朝を全盛に導く,ハールーン・アッラシード,33.31,44.36
48,980,1037,980〜1037,中世,PER,ペルシア,THT,イブン・シーナー,5,医学典範を著した学者,イブン・スィーナー,39.16,66.83
49,1020,1085,1020〜1085,中世,ITA,ローマ,REL,グレゴリウス7世,4,叙任権闘争を戦った教皇,グレゴリウス7世 (ローマ教皇),41.90,12.45
50,1021,1086,1021〜1086,中世,CHN,中国,POL,王安石,4,北宋で新法改革を断行,王安石,28.68,115.91
51,1042,1099,1042〜1099,中世,ITA,ローマ,REL,ウルバヌス2世,4,十字軍を提唱した教皇,ウルバヌス2世 (ローマ教皇),41.90,12.45
52,1126,1198,1126〜1198,中世,IBE,アンダルス,THT,イブン・ルシュド,4,アリストテレスを注釈した哲学者,イブン・ルシュド,37.89,-4.78
53,1130,1200,1130〜1200,中世,CHN,中国,THT,朱熹,5,朱子学を大成した儒学者,朱熹,26.07,117.99
54,1137,1193,1137〜1193,中世,LEV,エジプト,POL,サラディン,4,十字軍と戦いエルサレムを奪回した君主,サラーフ・アッディーン,33.51,36.29
55,1162,1227,1162〜1227,中世,WORLD,モンゴル,POL,チンギス・カン,5,モンゴル帝国の創始者,チンギス・カン,47.92,106.92
56,1215,1294,1215〜1294,中世,CHN,モンゴル,POL,クビライ,4,元を建国したモンゴルの大ハン,クビライ,39.90,116.40
57,1225,1274,1225〜1274,中世,ITA,イタリア,THT,トマス・アクィナス,4,スコラ哲学を大成した神学者,トマス・アクィナス,41.51,13.79
58,1254,1324,1254〜1324,中世,ITA,イタリア,CUL,マルコ・ポーロ,4,東方見聞録を残したヴェネツィアの旅行家,マルコ・ポーロ,45.44,12.34
59,1265,1321,1265〜1321,中世,ITA,イタリア,CUL,ダンテ,5,神曲を著した詩人,ダンテ・アリギエーリ,43.77,11.26
60,1304,1368,1304〜1368,中世,AFR_W,モロッコ,THT,イブン・バットゥータ,4,三大陸周遊記を残した旅行家,イブン・バットゥータ,35.78,-5.81
61,1335,1408,1335〜1408,中世,KOR,朝鮮,POL,李成桂,4,朝鮮王朝を建国した初代王,李成桂,37.57,126.98
62,1336,1405,1336〜1405,中世,PER,中央アジア,POL,ティムール,4,ティムール朝を建国した征服者,ティムール,39.66,66.97
63,1371,1434,1371〜1434,中世,CHN,中国,POL,鄭和,4,南海大遠征を率いた提督,鄭和,25.10,102.71
64,1397,1450,1397〜1450,中世,KOR,朝鮮,POL,世宗,5,ハングルを制定した名君,世宗 (朝鮮王),37.57,126.98
65,1398,1468,1398〜1468,中世,EUR_C,ドイツ,TEC,グーテンベルク,5,活版印刷を実用化した技術者,ヨハネス・グーテンベルク,50.00,8.27
66,1432,1481,1432〜1481,中世,ANAT,アナトリア,POL,メフメト2世,4,コンスタンティノープルを征服,メフメト2世,41.01,28.98
67,1451,1506,1451〜1506,中世,IBE,スペイン,POL,コロンブス,5,アメリカに到達した探検家,クリストファー・コロンブス,44.41,8.93
68,1452,1519,1452〜1519,中世,ITA,イタリア,CUL,レオナルド・ダ・ヴィンチ,5,ルネサンスの万能人,レオナルド・ダ・ヴィンチ,43.77,11.26
69,1466,1536,1466〜1536,中世,EUR_W,ネーデルラント,THT,エラスムス,4,人文主義を代表する学者,デジデリウス・エラスムス,51.92,4.48
70,1469,1524,1469〜1524,中世,IBE,ポルトガル,POL,ヴァスコ・ダ・ガマ,4,インド航路を開拓した航海者,ヴァスコ・ダ・ガマ,37.95,-8.87
71,1469,1527,1469〜1527,中世,ITA,イタリア,THT,マキャヴェリ,4,君主論を著した思想家,ニッコロ・マキャヴェッリ,43.77,11.26
72,1470,1541,1470〜1541,中世,AMER_C,ペルー,POL,ピサロ,4,インカを征服した征服者,フランシスコ・ピサロ,39.02,-6.43
73,1473,1543,1473〜1543,中世,EUR_C,ポーランド,THT,コペルニクス,5,地動説を唱えた天文学者,ニコラウス・コペルニクス,53.01,18.60
74,1475,1564,1475〜1564,中世,ITA,イタリア,CUL,ミケランジェロ,5,ルネサンスを代表する芸術家,ミケランジェロ・ブオナローティ,43.66,11.62
75,1478,1535,1478〜1535,中世,EUR_BR,イングランド,THT,トマス・モア,4,ユートピアを著した思想家,トマス・モア,51.51,-0.13
76,1480,1521,1480〜1521,中世,IBE,ポルトガル,POL,マゼラン,4,世界周航を成し遂げた航海者,フェルディナンド・マゼラン,41.18,-7.41
77,1483,1546,1483〜1546,中世,EUR_C,ドイツ,REL,マルティン・ルター,5,宗教改革を始めた神学者,マルティン・ルター,51.81,11.45
78,1483,1530,1483〜1530,中世,IND,インド,POL,バーブル,4,ムガル帝国を建国,バーブル,39.66,66.97
79,1485,1547,1485〜1547,中世,AMER_C,メキシコ,POL,コルテス,4,アステカを征服した征服者,エルナン・コルテス,38.72,-6.49
80,1491,1547,1491〜1547,中世,EUR_BR,イングランド,POL,ヘンリ8世,4,イギリス国教会を成立,ヘンリー8世 (イングランド王),51.51,-0.13
81,1494,1566,1494〜1566,中世,ANAT,オスマン,POL,スレイマン1世,4,オスマン帝国の最盛期を築いた君主,スレイマン1世,41.01,28.98
82,1509,1564,1509〜1564,近世,EUR_W,フランス,REL,カルヴァン,4,予定説を説いた宗教改革者,ジャン・カルヴァン,49.57,3.30
83,1527,1598,1527〜1598,近世,IBE,スペイン,POL,フェリペ2世,4,スペイン絶対王政の最盛期,フェリペ2世 (スペイン王),40.42,-3.70
84,1533,1603,1533〜1603,近世,EUR_BR,イングランド,POL,エリザベス1世,5,英絶対王政を全盛に導く,エリザベス1世 (イングランド女王),51.51,-0.13
85,1542,1605,1542〜1605,近世,IND,インド,POL,アクバル,4,ムガル帝国の最盛期を築いた皇帝,アクバル,27.18,78.02
86,1564,1616,1564〜1616,近世,EUR_BR,イングランド,CUL,シェイクスピア,5,英文学を代表する劇作家,ウィリアム・シェイクスピア,52.19,-1.71
87,1564,1642,1564〜1642,近世,ITA,イタリア,THT,ガリレオ・ガリレイ,5,近代科学の父と呼ばれる科学者,ガリレオ・ガリレイ,43.72,10.40
88,1571,1630,1571〜1630,近世,EUR_C,ドイツ,THT,ケプラー,5,惑星運動の法則を発見,ヨハネス・ケプラー,48.53,9.05
89,1588,1679,1588〜1679,近世,EUR_BR,イングランド,THT,ホッブズ,4,リヴァイアサンを著した思想家,トマス・ホッブズ,51.34,-2.21
90,1596,1650,1596〜1650,近世,EUR_W,フランス,THT,デカルト,5,近代哲学の祖と呼ばれる哲学者,ルネ・デカルト,46.97,0.66
91,1599,1658,1599〜1658,近世,EUR_BR,イングランド,POL,クロムウェル,4,ピューリタン革命を主導,オリバー・クロムウェル,52.33,-0.18
92,1618,1707,1618〜1707,近世,IND,インド,POL,アウラングゼーブ,4,ムガル最大版図を築いた皇帝,アウラングゼーブ,26.92,75.82
93,1632,1704,1632〜1704,近世,EUR_BR,イングランド,THT,ジョン・ロック,4,社会契約説を説いた啓蒙思想家,ジョン・ロック,51.30,-2.72
94,1638,1715,1638〜1715,近世,EUR_W,フランス,POL,ルイ14世,5,絶対王政を象徴する太陽王,ルイ14世 (フランス王),48.80,2.13
95,1643,1727,1643〜1727,近世,EUR_BR,イギリス,THT,アイザック・ニュートン,5,古典力学の確立,アイザック・ニュートン,52.21,0.12
96,1654,1722,1654〜1722,近世,CHN,中国,POL,康熙帝,5,清を最盛期に導いた皇帝,康熙帝,39.92,116.39
97,1672,1725,1672〜1725,近世,EUR_E,ロシア,POL,ピョートル1世,4,ロシアを近代化した皇帝,ピョートル1世,55.75,37.62
98,1685,1750,1685〜1750,近世,EUR_C,ドイツ,CUL,バッハ,5,バロック音楽を大成した作曲家,ヨハン・ゼバスティアン・バッハ,50.98,11.33
99,1689,1755,1689〜1755,近世,EUR_W,フランス,THT,モンテスキュー,4,三権分立を説いた思想家,モンテスキュー,44.84,-0.58
100,1694,1778,1694〜1778,近世,EUR_W,フランス,THT,ヴォルテール,4,啓蒙思想を代表する文筆家,ヴォルテール,48.86,2.35
101,1711,1799,1711〜1799,近世,CHN,中国,POL,乾隆帝,5,清の最大版図を築いた皇帝,乾隆帝,39.92,116.39
102,1712,1778,1712〜1778,近世,EUR_W,フランス,THT,ルソー,5,社会契約論を著した啓蒙思想家,ジャン=ジャック・ルソー,46.20,6.14
103,1712,1786,1712〜1786,近世,EUR_C,プロイセン,POL,フリードリヒ2世,4,プロイセンの啓蒙専制君主,フリードリヒ2世 (プロイセン王),52.52,13.41
104,1717,1780,1717〜1780,近世,EUR_C,オーストリア,POL,マリア・テレジア,4,ハプスブルク家を率いた女帝,マリア・テレジア,48.21,16.37
105,1723,1790,1723〜1790,近世,EUR_BR,イギリス,ECO,アダム・スミス,5,国富論を著した経済学の父,アダム・スミス,56.07,-3.14
106,1729,1796,1729〜1796,近世,EUR_E,ロシア,POL,エカチェリーナ2世,4,啓蒙専制を行ったロシア女帝,エカチェリーナ2世,55.75,37.62
107,1732,1799,1732〜1799,近世,AMER_N,アメリカ,POL,ジョージ・ワシントン,5,アメリカ合衆国の初代大統領,ジョージ・ワシントン,38.19,-76.93
108,1736,1819,1736〜1819,近世,EUR_BR,イギリス,TEC,ジェームズ・ワット,5,蒸気機関を改良し産業革命を支えた技術者,ジェームズ・ワット,55.86,-4.25
109,1743,1826,1743〜1826,近世,AMER_N,アメリカ,POL,ジェファソン,5,独立宣言を起草した政治家,トーマス・ジェファーソン,37.43,-78.66
110,1758,1794,1758〜1794,近世,EUR_W,フランス,POL,ロベスピエール,4,恐怖政治を主導した革命家,マクシミリアン・ロベスピエール,50.64,3.06
111,1769,1821,1769〜1821,近世,EUR_W,フランス,POL,ナポレオン・ボナパルト,5,革命後の欧州を席巻,ナポレオン・ボナパルト,48.85,2.35
112,1769,1849,1769〜1849,近世,EGY,エジプト,POL,ムハンマド・アリー,4,エジプト近代化を進めた総督,ムハンマド・アリー,30.04,31.24
113,1773,1859,1773〜1859,近世,EUR_C,オーストリア,POL,メッテルニヒ,4,ウィーン体制を築いた政治家,クレメンス・フォン・メッテルニヒ,50.36,7.59
114,1783,1830,1783〜1830,近世,AMER_C,南米,POL,ボリバル,4,南米独立を導いた指導者,シモン・ボリバル,10.50,-66.91
115,1807,1882,1807〜1882,近代,ITA,イタリア,POL,ガリバルディ,4,イタリア統一を進めた将軍,ジュゼッペ・ガリバルディ,43.78,7.49
116,1809,1882,1809〜1882,近代,EUR_BR,イギリス,THT,ダーウィン,5,進化論を提唱した博物学者,チャールズ・ダーウィン,52.55,-2.00
117,1809,1865,1809〜1865,近代,AMER_N,アメリカ,POL,リンカン,5,奴隷解放を進めた合衆国大統領,エイブラハム・リンカーン,37.59,-85.67
118,1810,1861,1810〜1861,近代,ITA,イタリア,POL,カヴール,4,イタリア統一を推進した宰相,カミッロ・カヴール,45.07,7.69
119,1814,1864,1814〜1864,近代,CHN,中国,REL,洪秀全,4,太平天国を率いた指導者,洪秀全,23.13,113.26
120,1815,1898,1815〜1898,近代,EUR_C,ドイツ,POL,ビスマルク,5,ドイツを統一した鉄血宰相,オットー・フォン・ビスマルク,53.16,11.87
121,1818,1883,1818〜1883,近代,EUR_C,ドイツ,THT,カール・マルクス,5,資本論を著し社会主義を体系化,カール・マルクス,49.75,6.64
122,1819,1901,1819〜1901,近代,EUR_BR,イギリス,POL,ヴィクトリア(女王),4,大英帝国の最盛期を象徴する女王,ヴィクトリア (イギリス女王),51.50,-0.14
123,1822,1895,1822〜1895,近代,EUR_W,フランス,THT,パストゥール,5,細菌学を確立した科学者,ルイ・パスツール,47.24,5.99
124,1835,1908,1835〜1908,近代,CHN,中国,POL,西太后,4,清末の実権を握った皇太后,西太后,39.92,116.39
125,1843,1910,1843〜1910,近代,EUR_C,ドイツ,THT,コッホ,5,結核菌を発見した細菌学者,ロベルト・コッホ,51.79,10.61
126,1847,1931,1847〜1931,近代,AMER_N,アメリカ,TEC,エジソン,5,電球など多数を発明,トーマス・エジソン,41.24,-80.76
127,1856,1924,1856〜1924,近代,AMER_N,アメリカ,POL,ウィルソン,4,十四カ条を唱えた大統領,ウッドロウ・ウィルソン,38.20,-79.06
128,1858,1927,1858〜1927,近代,CHN,中国,THT,康有為,3,変法運動を主導した思想家,康有為,23.13,113.26
129,1866,1925,1866〜1925,近代,CHN,中国,POL,孫文,5,辛亥革命を指導した中国革命の父,孫文,22.52,113.38
130,1869,1948,1869〜1948,近代,IND,インド,POL,ガンディー,5,非暴力でインド独立を導いた指導者,マハトマ・ガンディー,21.64,69.63
131,1870,1924,1870〜1924,近代,EUR_E,ロシア,POL,レーニン,5,ロシア革命を指導しソ連を建国,ウラジーミル・レーニン,54.32,48.40
132,1874,1965,1874〜1965,近代,EUR_BR,イギリス,POL,チャーチル,5,第二次大戦を率いた英首相,ウィンストン・チャーチル,51.84,-1.36
133,1878,1953,1878〜1953,近代,EUR_E,ソ連,POL,スターリン,5,ソ連を独裁支配した最高指導者,ヨシフ・スターリン,41.97,44.11
134,1879,1955,1879〜1955,近代,EUR_C,ドイツ,THT,アインシュタイン,5,相対性理論を提唱した物理学者,アルベルト・アインシュタイン,48.40,9.99
135,1881,1938,1881〜1938,近代,ANAT,トルコ,POL,ケマル・アタテュルク,5,トルコ共和国を建国した指導者,ムスタファ・ケマル・アタテュルク,39.93,32.86
136,1882,1945,1882〜1945,近代,AMER_N,アメリカ,POL,フランクリン・ローズベルト,5,ニューディールと大戦を率いた大統領,フランクリン・ルーズベルト,41.77,-73.93
137,1884,1972,1884〜1972,近代,AMER_N,アメリカ,POL,トルーマン,4,トルーマンドクトリンを掲げる,ハリー・S・トルーマン,39.10,-94.35
138,1889,1945,1889〜1945,近代,EUR_C,ドイツ,POL,ヒトラー,5,ナチス独裁と第二次大戦を引き起こした指導者,アドルフ・ヒトラー,48.26,13.04
139,1889,1964,1889〜1964,近代,IND,インド,POL,ネルー,4,インド初代首相を務めた政治家,ジャワハルラール・ネルー,25.45,81.85
140,1890,1969,1890〜1969,近代,SEA,ベトナム,POL,ホー・チ・ミン,5,ベトナム独立を導いた指導者,ホー・チ・ミン,18.67,105.68
141,1893,1976,1893〜1976,近代,CHN,中国,POL,毛沢東,5,中華人民共和国を建国した指導者,毛沢東,27.90,112.53
142,1894,1971,1894〜1971,近代,EUR_E,ロシア,POL,フルシチョフ,4,スターリン批判を行った指導者,ニキータ・フルシチョフ,51.68,36.13
143,1904,1997,1904〜1997,近代,CHN,中国,POL,鄧小平,5,改革開放を進めた指導者,鄧小平,29.43,105.78
144,1917,1963,1917〜1963,近代,AMER_N,アメリカ,POL,ケネディ,4,キューバ危機を回避した大統領,ジョン・F・ケネディ,42.34,-71.12
145,1918,2013,1918〜2013,近代,AFR_E,南アフリカ,POL,マンデラ,5,アパルトヘイトと闘った指導者,ネルソン・マンデラ,-31.78,28.30
146,1929,1968,1929〜1968,近代,AMER_N,アメリカ,REL,キング牧師,5,公民権運動を率いた牧師,マーティン・ルーサー・キング・ジュニア,33.75,-84.39
147,1931,2022,1931〜2022,近代,EUR_E,ロシア,POL,ゴルバチョフ,5,冷戦終結を導いた指導者,ミハイル・ゴルバチョフ,45.04,41.97
