id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
14,-305,-30,BC305〜BC30,古代,EGY,エジプト,CIV,プトレマイオス朝,4,アレクサンドリアを都とするヘレニズム王国,プトレマイオス朝,31.20,29.92
15,-247,224,BC247〜AD224,古代,PER,イラン,CIV,パルティア,4,イラン高原に栄えたアルサケス朝,パルティア,33.10,44.52
16,-221,-206,BC221〜BC206,古代,CHN,中国,CIV,秦,5,中国を初めて統一した王朝,秦,34.38,108.70
17,-206,8,BC206〜AD8,古代,CHN,中国,CIV,前漢,4,長安を都とする統一王朝,前漢,34.27,108.95
18,-27,476,BC27〜AD476,古代,ITA,地中海,CIV,ローマ帝国,5,地中海世界を統一,ローマ帝国,41.89,12.49
19,8,23,8〜23,古代,CHN,中国,CIV,新,3,王莽が前漢を倒して建てた短命王朝,新,34.27,108.95
20,25,220,25〜220,古代,CHN,中国,CIV,後漢,4,洛陽を都とする漢の再興,後漢,34.62,112.45
21,30,375,30〜375,古代,IND,北インド,CIV,クシャーナ朝,4,仏教美術ガンダーラが栄えた王朝,クシャーナ朝,34.01,71.58
22,100,940,100〜940,古代,AFR_E,エチオピア,CIV,アクスム王国,3,紅海交易で栄えたキリスト教国,アクスム王国,14.13,38.72
23,220,280,220〜280,古代,CHN,中国,CIV,三国時代,4,魏・呉・蜀が並立した分裂期,三国時代,34.62,112.45
24,224,651,224〜651,古代,PER,イラン,CIV,ササン朝,5,ゾロアスター教を国教としたイラン帝国,サーサーン朝,33.10,44.52
25,265,316,265〜316,古代,CHN,中国,CIV,西晋,3,三国を統一した晋の王朝,晋 (王朝),34.62,112.45
26,320,550,320〜550,古代,IND,北インド,CIV,グプタ朝,5,インド古典文化が黄金期を迎えた王朝,グプタ朝,25.61,85.14
27,395,1453,395〜1453,古代,ANAT,アナトリア,CIV,東ローマ帝国,5,ローマの継承・ビザンツ,東ローマ帝国,41.01,28.98
28,481,843,481〜843,中世,EUR_W,西欧,CIV,フランク王国,5,西ヨーロッパ世界の原型を築いた王国,フランク王国,49.26,4.03
29,581,618,581〜618,中世,CHN,中国,CIV,隋,4,南北朝を統一し大運河を築いた王朝,隋,34.27,108.95
30,618,907,618〜907,中世,CHN,中国,CIV,唐,5,東アジア文化圏の中心,唐,34.27,108.95
31,632,661,632〜661,中世,LEV,アラビア,CIV,正統カリフ,4,ムハンマド死後の4代カリフの時代,正統カリフ,24.47,39.61
32,661,750,661〜750,中世,LEV,シリア,CIV,ウマイヤ朝,5,ダマスクスを都とする最初の世襲カリフ朝,ウマイヤ朝,33.51,36.29
33,700,1240,700〜1240,中世,AFR_W,西アフリカ,CIV,ガーナ王国,3,サハラ縦断の金交易で栄えた王国,ガーナ王国,15.74,-7.98
34,750,1258,750〜1258,中世,MESO,西アジア,CIV,アッバース朝,5,イスラム黄金時代,アッバース朝,33.31,44.36
35,802,1431,802〜1431,中世,SEA,カンボジア,CIV,クメール王朝,4,アンコール・ワットを築いた王朝,クメール王朝,13.41,103.87
36,909,1171,909〜1171,中世,EGY,エジプト,CIV,ファーティマ朝,4,シーア派を奉じカイロを建設した王朝,ファーティマ朝,30.04,31.24
37,960,1127,960〜1127,中世,CHN,中国,CIV,北宋,5,文治主義をとった宋の前半期,北宋,34.80,114.31
38,962,1806,962〜1806,中世,EUR_C,中欧,CIV,神聖ローマ帝国,5,中世ドイツを中心とする緩やかな帝国,神聖ローマ帝国,48.21,16.37
39,1038,1194,1038〜1194,中世,PER,イラン,CIV,セルジューク朝,4,スルタンの称号を用いたトルコ系王朝,セルジューク朝,35.68,51.43
40,1127,1279,1127〜1279,中世,CHN,中国,CIV,南宋,4,江南に移った宋の後半期,南宋,30.25,120.17
41,1139,1910,1139〜1910,中世,IBE,ポルトガル,CIV,ポルトガル王国,4,大航海時代を先導したイベリアの王国,ポルトガル王国,38.72,-9.14
42,1169,1250,1169〜1250,中世,EGY,エジプト,CIV,アイユーブ朝,4,サラディンが建てた対十字軍の王朝,アイユーブ朝,30.04,31.24
43,1206,1368,1206〜1368,中世,WORLD,ユーラシア,CIV,モンゴル帝国,5,史上最大の陸上帝国,モンゴル帝国,47.20,102.83
44,1206,1526,1206〜1526,中世,IND,北インド,CIV,デリー・スルタン朝,4,北インドを支配した5つのイスラム王朝,デリー・スルターン朝,28.65,77.23
45,1240,1473,1240〜1473,中世,AFR_W,西アフリカ,CIV,マリ帝国,4,マンサ・ムーサで知られる黄金の帝国,マリ帝国,11.38,-8.43
46,1250,1517,1250〜1517,中世,EGY,エジプト,CIV,マムルーク朝,4,軍人奴隷出身者が支配したエジプトの王朝,マムルーク朝,30.04,31.24
47,1271,1368,1271〜1368,中世,CHN,中国,CIV,元,5,モンゴルが中国に建てた王朝,元 (王朝),39.91,116.40
48,1273,1918,1273〜1918,中世,EUR_C,オーストリア,CIV,ハプスブルク帝国,4,ヨーロッパ各地に君臨した名門王家の帝国,ハプスブルク帝国,48.21,16.37
49,1293,1478,1293〜1478,中世,SEA,インドネシア,CIV,マジャパヒト王国,4,ジャワを中心とした海洋交易王国,マジャパヒト王国,-7.55,112.37
50,1299,1922,1299〜1922,中世,ANAT,アナトリア,CIV,オスマン帝国,5,3大陸にまたがる帝国,オスマン帝国,41.01,28.98
51,1368,1644,1368〜1644,中世,CHN,中国,CIV,明,5,漢民族が再興した統一王朝,明,39.91,116.40
52,1370,1507,1370〜1507,中世,PER,中央アジア,CIV,ティムール朝,4,サマルカンドを都とする中央アジアの帝国,ティムール朝,39.65,66.97
53,1428,1521,1428〜1521,中世,AMER_C,メキシコ,CIV,アステカ王国,4,テノチティトランを都とする中米の帝国,アステカ,19.43,-99.13
54,1438,1533,1438〜1533,中世,AMER_C,アンデス,CIV,インカ帝国,5,クスコを都とするアンデスの大帝国,インカ帝国,-13.53,-71.97
55,1464,1591,1464〜1591,中世,AFR_W,西アフリカ,CIV,ソンガイ帝国,4,ガオを都とする西アフリカ最大の帝国,ソンガイ帝国,16.27,-0.04
56,1492,1898,1492〜1898,中世,IBE,スペイン,CIV,スペイン帝国,5,新大陸に広大な植民地を築いた帝国,スペイン帝国,40.42,-3.70
57,1501,1736,1501〜1736,近世,PER,イラン,CIV,サファヴィー朝,4,シーア派を国教としたイランの王朝,サファヴィー朝,32.65,51.67
58,1526,1858,1526〜1858,近世,IND,インド,CIV,ムガル帝国,4,インド・イスラム王朝,ムガル帝国,28.61,77.21
59,1581,1795,1581〜1795,近世,EUR_W,オランダ,CIV,オランダ,4,貿易と金融で繁栄した連邦共和国,ネーデルラント連邦共和国,52.37,4.90
60,1583,1997,1583〜1997,近世,EUR_BR,イギリス,CIV,イギリス帝国,5,史上最大の植民地帝国,イギリス帝国,51.51,-0.12
61,1589,1792,1589〜1792,近世,EUR_W,フランス,CIV,ブルボン朝,4,絶対王政の最盛期を築いたフランス王朝,ブルボン朝,48.86,2.35
62,1616,1912,1616〜1912,近世,CHN,中国,CIV,清,5,満洲族が建てた中国最後の王朝,清,39.91,116.40
63,1701,1918,1701〜1918,近世,EUR_C,ドイツ,CIV,プロイセン王国,4,ドイツ統一の中心となった軍事国家,プロイセン王国,52.52,13.40
64,1721,1917,1721〜1917,近世,EUR_E,ロシア,CIV,ロシア帝国,5,ロマノフ朝のもと大国化した帝国,ロシア帝国,59.94,30.31
65,1776,2025,1776〜2025,近世,AMER_N,北米,CIV,アメリカ合衆国,5,独立宣言から発展した連邦共和国,アメリカ合衆国,38.90,-77.04
66,1861,1946,1861〜1946,近代,ITA,イタリア,CIV,イタリア王国,4,統一運動を経て成立した近代国家,イタリア王国,41.89,12.49
67,1871,1918,1871〜1918,近代,EUR_C,ドイツ,CIV,ドイツ帝国,5,ビスマルクが統一した近代ドイツ,ドイツ帝国,52.52,13.40
68,1889,1947,1889〜1947,近代,JPN,日本,CIV,大日本帝国,5,明治憲法下の近代日本国家,大日本帝国,35.68,139.75
69,1912,1949,1912〜1949,近代,CHN,中国,CIV,中華民国,4,辛亥革命で清を倒して成立した共和国,中華民国,32.06,118.80
70,1922,1991,1922〜1991,近代,EUR_E,ロシア,CIV,ソビエト連邦,5,世界初の社会主義国家,ソビエト連邦,55.75,37.62
71,1949,2025,1949〜2025,現代,CHN,中国,CIV,中華人民共和国,5,共産党が建国した現代中国,中華人民共和国,39.91,116.40
